fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca
3.0,D,Escola Pública,Ingressante,Ágata,5.835,7.9,5.6,7.5,5.4,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.4,5.0,Nível 4 (9o ano),-1.0,F,R
0.0,I,Escola Pública,Veterano,Ametista,7.273,8.5,10.0,7.5,5.4,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5.0,Nível 1 (4o ano),-1.0,M,B
1.0,M,Rede Decisão,Ingressante,Topázio,9.069,9.0,10.0,7.5,8.3,8.1,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.7,10.0,Nível 1 (4o ano),0.0,M,R
4.0,A,Escola Pública,Veterano,Ametista,7.144,9.2,5.6,7.5,5.9,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.2,10.0,Nível 4 (9o ano),0.0,F,B
0.0,M,Escola Pública,Ingressante,Ágata,6.133,9.5,5.8,7.5,3.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5.0,Nível 1 (4o ano),-1.0,M,R
5.0,A,Rede Decisão,Veterano,Topázio,8.632,9.6,9.2,7.5,6.8,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,9.9,10.0,Nível 5 (1o EM),0.0,F,R
2.0,P,Escola Pública,Veterano,Quartzo,5.364,0.0,3.8,7.5,3.1,7.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.6,10.0,Nível 2 (5o e 6o ano),0.0,F,B
2.0,H,Escola Pública,Veterano,Ágata,6.082,9.5,5.4,7.5,3.1,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
6.0,C,Escola Pública,Veterano,Ágata,6.772,8.8,7.8,7.5,5.0,7.5,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.7,5.0,Nível 7 (3o EM),-1.0,F,R
4.0,A,Escola Pública,Veterano,Ágata,6.239,6.7,6.9,5.0,5.1,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,7.0,5.0,Nível 6 (2o EM),-2.0,F,B
2.0,C,Escola Pública,Ingressante,Quartzo,5.061,0.0,2.9,7.5,4.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
4.0,G,Rede Decisão,Veterano,Topázio,8.866,8.3,9.7,7.5,7.8,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,10.0,Nível 4 (9o ano),0.0,F,R
6.0,A,Escola Pública,Veterano,Ágata,6.517,7.5,3.9,7.5,5.5,7.8,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.8,10.0,Nível 6 (2o EM),0.0,F,R
2.0,E,Escola Pública,Veterano,Ametista,7.475,8.5,6.7,6.3,5.6,8.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.5,10.0,Nível 2 (5o e 6o ano),0.0,F,P
0.0,M,Escola Pública,Veterano,Ágata,5.910,8.0,8.3,5.0,3.9,6.6,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.0,5.0,Nível 1 (4o ano),-1.0,F,R
2.0,I,Escola Pública,Veterano,Ametista,7.219,9.0,7.9,5.0,6.9,7.5,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,P
1.0,J,Escola Pública,Veterano,Ametista,7.247,7.4,8.8,7.5,4.7,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
5.0,A,Rede Decisão,Veterano,Topázio,8.355,10.0,8.3,7.5,9.0,8.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,5.0,Nível 6 (2o EM),-1.0,M,B
1.0,G,Escola Pública,Veterano,Ametista,7.757,8.5,9.6,6.9,6.6,8.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,B,Escola Pública,Veterano,Ametista,7.289,10.0,5.8,7.5,6.4,7.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.9,10.0,Nível 3 (7o e 8o ano),0.0,M,B
2.0,G,Escola Pública,Ingressante,Topázio,8.581,10.0,8.3,7.5,8.3,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,F,B
3.0,G,Rede Decisão,Veterano,Ágata,6.883,8.8,7.5,6.3,6.0,7.9,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.0,5.0,Nível 4 (9o ano),-1.0,F,B
3.0,D,Escola Pública,Ingressante,Ágata,6.469,9.2,5.0,4.4,7.4,9.1,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.2,5.0,Nível 4 (9o ano),-1.0,M,R
1.0,C,Escola Pública,Veterano,Ágata,6.557,8.5,8.3,7.5,2.9,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
3.0,F,Escola Pública,Veterano,Quartzo,4.625,9.2,4.7,5.6,1.3,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,3.6,5.0,Nível 5 (1o EM),-2.0,M,B
3.0,D,Escola Pública,Ingressante,Ametista,7.747,8.8,6.4,7.5,9.0,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Não,8.6,5.0,Nível 5 (1o EM),-2.0,F,R
3.0,M,Escola Pública,Ingressante,Ametista,7.542,7.9,6.1,7.5,7.1,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.1,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,F,Escola Pública,Ingressante,Ametista,7.310,8.5,8.8,7.5,5.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,C,Escola Pública,Veterano,Ametista,6.908,8.3,6.4,7.5,6.2,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.8,5.0,Nível 4 (9o ano),-1.0,F,B
6.0,A,Rede Decisão,Veterano,Ametista,7.233,8.3,7.2,7.5,7.0,8.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.6,5.0,Nível 7 (3o EM),-1.0,M,R
0.0,P,Escola Pública,Ingressante,Ametista,7.604,9.0,7.5,7.5,5.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.6,10.0,ALFA  (2o e 3o ano),0.0,M,B
2.0,N,Rede Decisão,Veterano,Ametista,7.440,7.5,7.5,7.5,5.3,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 2 (5o e 6o ano),0.0,F,R
4.0,G,Rede Decisão,Ingressante,Ametista,7.494,7.1,8.1,6.9,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.3,5.0,Nível 6 (2o EM),-2.0,M,R
1.0,N,Escola Pública,Ingressante,Ametista,8.064,9.0,10.0,7.5,6.1,8.1,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.4,5.0,Nível 2 (5o e 6o ano),-1.0,M,P
2.0,N,Rede Decisão,Veterano,Ametista,7.261,9.5,7.5,6.3,4.2,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 2 (5o e 6o ano),0.0,F,R
1.0,G,Escola Pública,Ingressante,Ametista,7.885,7.0,9.6,7.5,7.3,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não,8.8,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
2.0,G,Escola Pública,Ingressante,Ágata,6.029,0.0,5.4,7.5,6.3,8.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,C,Escola Pública,Veterano,Ametista,7.239,8.8,6.1,7.5,5.0,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 3 (7o e 8o ano),0.0,M,R
0.0,K,Escola Pública,Ingressante,Quartzo,3.300,8.0,0.0,7.5,0.0,2.5,Não avaliado,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,5.0,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
0.0,J,Escola Pública,Ingressante,Topázio,8.596,9.5,10.0,7.5,7.7,8.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.9,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
0.0,R,Escola Pública,Ingressante,Topázio,8.254,9.5,10.0,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,9.6,5.0,Nível 1 (4o ano),-1.0,M,B
1.0,N,Escola Pública,Veterano,Ágata,5.933,6.3,7.9,6.3,2.7,6.9,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
1.0,B,Escola Pública,Ingressante,Ágata,6.249,9.0,7.1,7.5,5.4,5.8,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
3.0,L,Rede Decisão,Veterano,Topázio,8.296,7.9,7.5,7.5,7.2,8.5,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,9.8,10.0,Nível 2 (5o e 6o ano),1.0,F,B
1.0,G,Escola Pública,Veterano,Quartzo,4.081,9.5,0.4,7.5,1.1,7.2,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.3,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
4.0,F,Escola Pública,Veterano,Ágata,6.427,8.8,6.4,1.9,6.3,8.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,7.5,5.0,Nível 5 (1o EM),-1.0,M,B
0.0,L,Escola Pública,Ingressante,Ametista,7.965,9.0,8.3,7.5,6.1,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,10.0,ALFA  (2o e 3o ano),0.0,M,B
2.0,P,Escola Pública,Veterano,Quartzo,5.207,0.0,3.3,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.9,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,N,Escola Pública,Veterano,Ametista,7.107,9.0,5.4,7.5,5.2,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B
5.0,F,Rede Decisão,Veterano,Ágata,6.050,5.4,3.6,5.0,6.6,7.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,6.3,10.0,Nível 5 (1o EM),0.0,F,R
2.0,H,Escola Pública,Veterano,Ametista,7.604,9.5,7.5,7.5,7.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
1.0,F,Escola Pública,Veterano,Ágata,5.751,8.0,5.8,7.5,0.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
2.0,G,Rede Decisão,Veterano,Ametista,6.892,9.0,5.8,7.5,5.6,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,10.0,Nível 2 (5o e 6o ano),0.0,F,B
2.0,A,Rede Decisão,Veterano,Topázio,8.767,8.5,10.0,5.0,8.6,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.5,10.0,Nível 2 (5o e 6o ano),0.0,M,B
3.0,G,Rede Decisão,Veterano,Ágata,6.858,7.9,6.1,4.4,6.4,6.9,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.2,10.0,Nível 3 (7o e 8o ano),0.0,F,R
0.0,K,Escola Pública,Ingressante,Topázio,8.931,9.5,10.0,7.5,6.9,8.4,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0,F,B
3.0,J,Escola Pública,Veterano,Ametista,7.693,8.8,8.3,7.5,7.5,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 5 (1o EM),-2.0,M,P
0.0,I,Escola Pública,Veterano,Ametista,7.506,10.0,10.0,6.9,6.4,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.3,5.0,Nível 2 (5o e 6o ano),-2.0,M,B
2.0,P,Escola Pública,Veterano,Quartzo,3.752,0.0,1.7,7.5,0.8,7.2,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Não,6.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
0.0,S,Escola Pública,Ingressante,Ametista,7.400,7.0,10.0,7.5,6.3,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.2,10.0,ALFA  (2o e 3o ano),0.0,M,R
1.0,B,Escola Pública,Veterano,Ametista,7.449,8.0,10.0,7.5,5.2,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,F,P
2.0,M,Escola Pública,Ingressante,Ametista,7.292,9.0,7.9,7.5,6.1,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,P
1.0,N,Escola Pública,Veterano,Ametista,7.636,9.0,8.3,7.5,6.3,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
3.0,J,Rede Decisão,Veterano,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.1,10.0,Nível 3 (7o e 8o ano),0.0,F,R
2.0,H,Escola Pública,Veterano,Quartzo,4.946,9.0,0.8,7.5,1.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
3.0,J,Rede Decisão,Veterano,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,10.0,Nível 2 (5o e 6o ano),1.0,F,B
1.0,F,Escola Pública,Veterano,Ametista,7.219,9.0,9.2,7.5,1.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 1 (4o ano),0.0,F,R
0.0,O,Escola Pública,Ingressante,Ametista,7.896,9.0,10.0,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.2,5.0,Nível 1 (4o ano),-1.0,F,P
3.0,B,Escola Pública,Ingressante,Ametista,7.008,9.6,6.1,7.5,5.6,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,10.0,Nível 3 (7o e 8o ano),0.0,M,R
6.0,C,Rede Decisão,Veterano,Ágata,5.672,7.5,3.9,0.0,6.8,7.1,Mantido na Fase atual,Promovido de Fase,Não avaliado,Promovido de Fase,Não,5.4,10.0,Nível 6 (2o EM),0.0,F,R
2.0,D,Escola Pública,Veterano,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,P,Escola Pública,Veterano,Topázio,8.782,9.0,7.9,7.5,8.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B
1.0,B,Escola Pública,Veterano,Topázio,8.863,9.5,10.0,7.5,8.1,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 1 (4o ano),0.0,M,B
1.0,R,Escola Pública,Ingressante,Ametista,7.451,10.0,8.3,7.5,5.1,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,F,R
2.0,M,Escola Pública,Veterano,Ametista,7.679,8.0,9.2,7.5,5.8,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.0,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
1.0,C,Escola Pública,Veterano,Ametista,7.718,9.5,7.9,6.9,6.0,8.8,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
4.0,F,Escola Pública,Ingressante,Ágata,6.619,8.3,6.1,0.0,6.5,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.3,10.0,Nível 4 (9o ano),0.0,F,R
0.0,M,Escola Pública,Ingressante,Topázio,8.367,9.5,10.0,7.5,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10.0,ALFA  (2o e 3o ano),0.0,M,R
0.0,L,Escola Pública,Ingressante,Topázio,8.250,9.0,10.0,7.5,5.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,10.0,ALFA  (2o e 3o ano),0.0,M,B
1.0,R,Escola Pública,Ingressante,Ametista,7.457,7.9,8.8,7.5,6.0,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
0.0,R,Escola Pública,Ingressante,Topázio,8.788,10.0,10.0,7.5,6.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.5,10.0,ALFA  (2o e 3o ano),0.0,F,P
3.0,F,Escola Pública,Veterano,Quartzo,3.599,0.0,1.7,7.5,1.3,6.9,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.9,10.0,Nível 3 (7o e 8o ano),0.0,F,R
3.0,F,Escola Pública,Ingressante,Ágata,6.421,7.5,4.7,5.0,4.7,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.6,10.0,Nível 3 (7o e 8o ano),0.0,F,R
3.0,L,Escola Pública,Ingressante,Ametista,7.494,8.3,5.6,7.5,5.8,8.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.0,10.0,Nível 3 (7o e 8o ano),0.0,M,R
0.0,S,Escola Pública,Ingressante,Quartzo,4.900,9.5,0.0,7.5,2.3,7.5,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 1 (4o ano),-1.0,F,R
0.0,N,Escola Pública,Ingressante,Ágata,6.817,10.0,10.0,0.0,6.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 2 (5o e 6o ano),-2.0,M,R
0.0,R,Escola Pública,Ingressante,Ametista,8.000,9.5,10.0,7.5,7.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,M,R
3.0,M,Escola Pública,Ingressante,Ágata,6.540,6.7,4.7,7.5,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,E,Escola Pública,Veterano,Topázio,8.544,9.5,10.0,7.5,8.1,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
6.0,A,Escola Pública,Ingressante,Ametista,7.501,9.2,8.6,7.5,6.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.2,5.0,Nível 7 (3o EM),-1.0,M,R
1.0,E,Escola Pública,Veterano,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
2.0,A,Escola Pública,Ingressante,Ametista,7.194,9.5,7.1,7.5,5.7,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
3.0,C,Escola Pública,Veterano,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,B,Escola Pública,Ingressante,Ametista,6.914,8.5,8.3,7.5,5.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
5.0,A,Rede Decisão,Veterano,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,9.4,10.0,Nível 5 (1o EM),0.0,F,R
2.0,R,Escola Pública,Veterano,Quartzo,4.450,9.0,1.7,8.1,0.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,E,Escola Pública,Ingressante,Quartzo,3.498,0.0,2.9,5.0,0.0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,5.0,Nível 4 (9o ano),-2.0,F,R
1.0,F,Escola Pública,Veterano,Ametista,7.954,8.0,9.6,6.9,5.6,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 1 (4o ano),0.0,M,R
4.0,L,Escola Pública,Ingressante,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,5.5,5.0,Nível 5 (1o EM),-1.0,F,R
0.0,O,Escola Pública,Ingressante,Ametista,7.746,7.9,10.0,7.5,6.2,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-2.0,M,B
2.0,M,Escola Pública,Veterano,Ametista,7.329,8.5,8.8,7.5,5.0,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
1.0,G,Escola Pública,Veterano,Ágata,5.653,9.0,2.9,7.5,3.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
1.0,M,Escola Pública,Veterano,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
6.0,A,Rede Decisão,Veterano,Ametista,7.225,7.9,7.2,7.5,5.4,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.8,10.0,Nível 3 (7o e 8o ano),3.0,F,R
1.0,C,Escola Pública,Veterano,Topázio,9.294,10.0,9.2,8.1,8.9,9.2,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),1.0,F,B
3.0,B,Rede Decisão,Veterano,Topázio,8.814,10.0,8.9,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,Nível 3 (7o e 8o ano),0.0,M,R
0.0,L,Escola Pública,Ingressante,Topázio,8.313,10.0,10.0,7.5,5.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,10.0,ALFA  (2o e 3o ano),0.0,F,R
1.0,F,Escola Pública,Ingressante,Topázio,8.331,10.0,9.6,6.3,5.9,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 1 (4o ano),0.0,F,R
2.0,G,Escola Pública,Veterano,Quartzo,4.000,0.0,2.9,5.6,3.3,6.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 4 (9o ano),-2.0,F,R
1.0,N,Escola Pública,Ingressante,Ametista,6.889,9.5,7.9,7.5,3.6,7.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
2.0,D,Escola Pública,Veterano,Ágata,6.621,9.5,6.3,6.3,5.5,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,B,Escola Pública,Ingressante,Ametista,8.217,10.0,9.6,7.5,8.0,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,A,Escola Pública,Veterano,Ágata,6.871,9.0,5.4,7.5,5.1,6.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 2 (5o e 6o ano),0.0,F,B
7.0,A,Rede Decisão,Veterano,Ametista,7.242,8.3,7.2,6.3,6.5,7.8,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.3,10.0,Nível 7 (3o EM),0.0,F,B
